,Pathogen,Frequency Count,Percent of Total Frequency,Year,Population Group
1503,Candida krusei,185,0.175817074,2020,Adult
1504,Staphylococcus capitis,185,0.175817074,2020,Adult
1505,Candida,184,0.174866712,2020,Adult
1506,Staphylococcus hominis,180,0.171065261,2020,Adult
1507,Candida lusitaniae,167,0.158710548,2020,Adult
1508,Bacteroides,163,0.154909098,2020,Adult
1509,Providencia stuartii,160,0.15205801,2020,Adult
1510,Klebsiella variicola,155,0.147306197,2020,Adult
1511,Prevotella bivia,155,0.147306197,2020,Adult
1512,Haemophilus influenzae,146,0.138752934,2020,Adult
1513,Prevotella,143,0.135901847,2020,Adult
1514,Bacteroides vulgatus,139,0.132100396,2020,Adult
1515,Proteus vulgaris,136,0.129249309,2020,Adult
1516,Clostridium ramosum,127,0.120696046,2020,Adult
1517,Gram-positive bacillus,125,0.11879532,2020,Adult
1518,Eggerthella lenta,116,0.110242057,2020,Adult
1519,Streptococcus pneumoniae,115,0.109291695,2020,Adult
1520,Granulicatella adiacens,114,0.108341332,2020,Adult
1521,Pseudomonas,114,0.108341332,2020,Adult
1522,Rothia mucilaginosa,112,0.106440607,2020,Adult
1523,Enterococcus raffinosus,109,0.103589519,2020,Adult
1524,Alpha-hemolytic streptococcus,106,0.100738432,2020,Adult
1525,Clostridium,106,0.100738432,2020,Adult
1526,Klebsiella,103,0.097887344,2020,Adult
1527,Clostridium innocuum,102,0.096936981,2020,Adult
1528,Enterobacter,98,0.093135531,2020,Adult
1529,Fusobacterium nucleatum,98,0.093135531,2020,Adult
1530,Citrobacter amalonaticus,97,0.092185169,2020,Adult
1531,Streptococcus intermedius,94,0.089334081,2020,Adult
1532,Streptococcus pyogenes,89,0.084582268,2020,Adult
1533,Candida auris,88,0.083631906,2020,Adult
1534,Anaerobic Gram-negative bacillus,85,0.080780818,2020,Adult
1535,Human coronavirus,85,0.080780818,2020,Adult
1536,Lactobacillus rhamnosus,85,0.080780818,2020,Adult
1537,Parabacteroides distasonis,84,0.079830455,2020,Adult
1538,Beta-hemolytic streptococcus,84,0.079830455,2020,Adult
1539,Peptostreptococcus,80,0.076029005,2020,Adult
1540,Haemophilus parainfluenzae,79,0.075078643,2020,Adult
1541,Actinomyces,78,0.07412828,2020,Adult
1542,Gemella haemolysans,77,0.073177917,2020,Adult
1543,Bacillus,76,0.072227555,2020,Adult
1544,Providencia rettgeri,76,0.072227555,2020,Adult
1545,Staphylococcus hominis hominis,75,0.071277192,2020,Adult
1546,Hafnia alvei,73,0.069376467,2020,Adult
1547,Clostridium clostridioforme,72,0.068426105,2020,Adult
1548,Acinetobacter,71,0.067475742,2020,Adult
1549,Citrobacter braakii,71,0.067475742,2020,Adult
1550,Clostridium tertium,68,0.064624654,2020,Adult
1551,Acinetobacter calcoaceticus-Acinetobacter baumannii complex,66,0.062723929,2020,Adult
1552,Actinomyces odontolyticus,66,0.062723929,2020,Adult
1553,Escherichia,65,0.0617736,2020,Adult
1554,Pseudomonas fluorescens,65,0.0617736,2020,Adult
1555,Raoultella ornithinolytica,65,0.0617736,2020,Adult
1556,Enterobacter hormaechei,64,0.0608232,2020,Adult
1557,Pseudomonas putida,64,0.0608232,2020,Adult
1558,Prevotella melaninogenica,62,0.0589225,2020,Adult
1559,Staphylococcus simulans,61,0.0579721,2020,Adult
1560,Achromobacter xylosoxidans,60,0.0570218,2020,Adult
1561,Bacteroides uniformis,60,0.0570218,2020,Adult
1562,Propionibacterium,59,0.0560714,2020,Adult
1563,Proteus,59,0.0560714,2020,Adult
1564,Citrobacter,58,0.055121,2020,Adult
1565,Peptoniphilus asaccharolyticus,57,0.0541707,2020,Adult
1566,Prevotella buccae,55,0.0522699,2020,Adult
1567,Aerococcus urinae,53,0.0503692,2020,Adult
1568,Eikenella corrodens,53,0.0503692,2020,Adult
1569,Fusobacterium,53,0.0503692,2020,Adult
1570,Anaerobe,51,<0.1,2020,Adult
1571,Enterococcus casseliflavus,51,<0.1,2020,Adult
1572,Bacteroides caccae,50,<0.1,2020,Adult
1573,Bifidobacterium,50,<0.1,2020,Adult
1574,Candida parapsilosis complex,50,<0.1,2020,Adult
1575,Burkholderia cepacia,49,<0.1,2020,Adult
1576,"Staphylococcus, coagulase positive",49,<0.1,2020,Adult
1577,Parvimonas micra,48,<0.1,2020,Adult
1578,Proteus penneri,47,<0.1,2020,Adult
1579,Streptococcus salivarius,47,<0.1,2020,Adult
1580,Virus,47,<0.1,2020,Adult
1581,Gardnerella vaginalis,46,<0.1,2020,Adult
1582,Cutibacterium,45,<0.1,2020,Adult
1583,Streptococcus parasanguinis,45,<0.1,2020,Adult
1584,Anaerobic Gram-positive coccus,44,<0.1,2020,Adult
1585,Clostridioides difficile,44,<0.1,2020,Adult
1586,Corynebacterium amycolatum,44,<0.1,2020,Adult
1587,Enterococcus durans,44,<0.1,2020,Adult
1588,Streptococcus oralis,44,<0.1,2020,Adult
1589,Prevotella denticola,43,<0.1,2020,Adult
1590,Saccharomyces cerevisiae,43,<0.1,2020,Adult
1591,Candida guilliermondii,42,<0.1,2020,Adult
1592,Streptococcus dysgalactiae,42,<0.1,2020,Adult
1593,"Streptococcus, group G",41,<0.1,2020,Adult
1594,"Streptococcus, group C",40,<0.1,2020,Adult
1595,Citrobacter youngae,39,<0.1,2020,Adult
1596,Staphylococcus caprae,39,<0.1,2020,Adult
1597,Staphylococcus warneri,36,<0.1,2020,Adult
1598,Veillonella,33,<0.1,2020,Adult
1599,Candida kefyr,32,<0.1,2020,Adult
1600,Pantoea agglomerans,32,<0.1,2020,Adult
1601,Burkholderia cepacia complex,31,<0.1,2020,Adult
1602,Clostridium septicum,31,<0.1,2020,Adult
1603,Klebsiella pneumoniae ss. ozaenae,31,<0.1,2020,Adult
1604,Peptoniphilus harei,31,<0.1,2020,Adult
1605,Peptostreptococcus anaerobius,31,<0.1,2020,Adult
1606,Raoultella planticola,31,<0.1,2020,Adult
1607,"Beta-hemolytic streptococcus, non-Group A, non-Group B",31,<0.1,2020,Adult
1608,Veillonella parvula,31,<0.1,2020,Adult
1609,Anaerobic Gram-positive bacillus,30,<0.1,2020,Adult
1610,Sphingomonas paucimobilis,30,<0.1,2020,Adult
1611,Staphylococcus pseudintermedius,30,<0.1,2020,Adult
1612,Streptococcus sanguinis,30,<0.1,2020,Adult
1613,Achromobacter,29,<0.1,2020,Adult
1614,Candida stellatoidea,28,<0.1,2020,Adult
1615,Citrobacter farmeri,28,<0.1,2020,Adult
1616,"Streptococcus, group F",28,<0.1,2020,Adult
1617,Streptococcus gallolyticus,28,<0.1,2020,Adult
1618,Prevotella oralis,27,<0.1,2020,Adult
1619,Actinomyces turicensis,26,<0.1,2020,Adult
1620,Aeromonas hydrophila,26,<0.1,2020,Adult
1621,Corynebacterium jeikeium,26,<0.1,2020,Adult
1622,Mycobacterium abscessus,26,<0.1,2020,Adult
1623,Acinetobacter lwoffi,25,<0.1,2020,Adult
1624,Aspergillus fumigatus,25,<0.1,2020,Adult
1625,Moraxella catarrhalis,25,<0.1,2020,Adult
1626,Pantoea,25,<0.1,2020,Adult
1627,Staphylococcus intermedius,25,<0.1,2020,Adult
1628,"Streptococcus, group D",24,<0.1,2020,Adult
1629,Gemella morbillorum,24,<0.1,2020,Adult
1630,Anaerococcus prevotii,23,<0.1,2020,Adult
1631,Enterococcus hirae,23,<0.1,2020,Adult
1632,Fermentative Gram-negative bacillus,23,<0.1,2020,Adult
1633,Peptoniphilus,23,<0.1,2020,Adult
1634,Leptotrichia,22,<0.1,2020,Adult
1635,Streptococcus salivarius group,22,<0.1,2020,Adult
1636,Clostridium cadaveris,21,<0.1,2020,Adult
1637,Cyberlindnera fabianii,21,<0.1,2020,Adult
1638,Proteus hauseri,21,<0.1,2020,Adult
1639,Bacillus cereus,20,<0.1,2020,Adult
1640,Capnocytophaga,20,<0.1,2020,Adult
1641,Propionibacterium avidum,20,<0.1,2020,Adult
1642,Candida orthopsilosis,19,<0.1,2020,Adult
1643,Micrococcus luteus,19,<0.1,2020,Adult
1644,Rothia,19,<0.1,2020,Adult
1645,Abiotrophia defectiva,19,<0.1,2020,Adult
1646,Acinetobacter calcoaceticus,18,<0.1,2020,Adult
1647,Actinomyces neuii,18,<0.1,2020,Adult
1648,Gemella,18,<0.1,2020,Adult
1649,gamma-hemolytic streptococcus,18,<0.1,2020,Adult
1650,Pseudomonas stutzeri,18,<0.1,2020,Adult
1651,Chryseobacterium indologenes,17,<0.1,2020,Adult
1652,Prevotella disiens,17,<0.1,2020,Adult
1653,Staphylococcus schleiferi,17,<0.1,2020,Adult
1654,Candida metapsilosis,16,<0.1,2020,Adult
1655,Clostridium paraputrificum,16,<0.1,2020,Adult
1656,Coryneform bacteria,16,<0.1,2020,Adult
1657,Mycoplasma hominis,16,<0.1,2020,Adult
1658,Serratia liquefaciens,16,<0.1,2020,Adult
1659,"Beta-hemolytic Streptococcus, group A",16,<0.1,2020,Adult
1660,Streptococcus gordonii,16,<0.1,2020,Adult
1661,Acinetobacter ursingii,15,<0.1,2020,Adult
1662,Bifidobacterium breve,15,<0.1,2020,Adult
1663,Enterobacteriaceae,15,<0.1,2020,Adult
1664,Kluyvera ascorbata,15,<0.1,2020,Adult
1665,Micrococcus,15,<0.1,2020,Adult
1666,Staphylococcus auricularis,15,<0.1,2020,Adult
1667,Streptococcus dysgalactiae subsp. equisimilis,15,<0.1,2020,Adult
1668,Trueperella bernardiae,15,<0.1,2020,Adult
1669,"Clostridium species, not Clostridium perfringens",14,<0.1,2020,Adult
1670,Eggerthella,14,<0.1,2020,Adult
1671,Pasteurella multocida,14,<0.1,2020,Adult
1672,Porphyromonas,14,<0.1,2020,Adult
1673,Serratia,14,<0.1,2020,Adult
1674,Streptococcus bovis group,14,<0.1,2020,Adult
1675,Candida famata,13,<0.1,2020,Adult
1676,Fusarium,13,<0.1,2020,Adult
1677,Fusobacterium necrophorum,13,<0.1,2020,Adult
1678,Lactobacillus casei,13,<0.1,2020,Adult
1679,Morganella morganii subsp sibonii,13,<0.1,2020,Adult
1680,Neisseria,13,<0.1,2020,Adult
1681,Ochrobactrum anthropi,13,<0.1,2020,Adult
1682,Prevotella loescheii,13,<0.1,2020,Adult
1683,Acid-fast bacillus,12,<0.1,2020,Adult
1684,Clostridium butyricum,12,<0.1,2020,Adult
1685,Corynebacterium tuberculostearicum,12,<0.1,2020,Adult
1686,Fusobacterium nucleatum ss nucleatum,12,<0.1,2020,Adult
1687,Gemella sanguinis,12,<0.1,2020,Adult
1688,Mycobacterium fortuitum,12,<0.1,2020,Adult
1689,Small-colony-forming beta-hemolytic group G streptococci,12,<0.1,2020,Adult
1690,Trichosporon asahii,12,<0.1,2020,Adult
1691,Bacillus species not Bacillus anthracis,11,<0.1,2020,Adult
1692,Coliform bacteria,11,<0.1,2020,Adult
1693,Cronobacter sakazakii,11,<0.1,2020,Adult
1694,Fusobacterium mortiferum,11,<0.1,2020,Adult
1695,Fusobacterium varium,11,<0.1,2020,Adult
1696,Lactococcus garvieae,11,<0.1,2020,Adult
1697,Mold,11,<0.1,2020,Adult
1698,Pseudomonas oryzihabitans,11,<0.1,2020,Adult
1699,Staphylococcus saccharolyticus,11,<0.1,2020,Adult
1700,Streptococcus gallolyticus subspecies pasteurianus,11,<0.1,2020,Adult
1701,Achromobacter denitrificans,10,<0.1,2020,Adult
1702,Anaerococcus vaginalis,10,<0.1,2020,Adult
1703,Bacteroides stercoris,10,<0.1,2020,Adult
1704,Bacillus cereus group,10,<0.1,2020,Adult
1705,Enterobacter asburiae,10,<0.1,2020,Adult
1706,Lactobacillus gasseri,10,<0.1,2020,Adult
1707,Acinetobacter haemolyticus,9,<0.1,2020,Adult
1708,Actinotignum schaalii,9,<0.1,2020,Adult
1709,Alpha-hemolytic Streptococcus species not Streptococcus pneumoniae,9,<0.1,2020,Adult
1710,Bacteroides eggerthii,9,<0.1,2020,Adult
1711,Burkholderia gladioli,9,<0.1,2020,Adult
1712,Citrobacter sedlakii,9,<0.1,2020,Adult
1713,Citrobacter werkmanii,9,<0.1,2020,Adult
1714,Aerobic diphtheroids,9,<0.1,2020,Adult
1715,Enterobacter kobei,9,<0.1,2020,Adult
1716,Pluralibacter gergoviae,9,<0.1,2020,Adult
1717,Granulicatella,9,<0.1,2020,Adult
1718,Gram-variable bacillus,9,<0.1,2020,Adult
1719,Haemophilus,9,<0.1,2020,Adult
1720,Lactobacillus paracasei,9,<0.1,2020,Adult
1721,Parabacteroides,9,<0.1,2020,Adult
1722,Pasteurella multocida ss. multocida,9,<0.1,2020,Adult
1723,Pediococcus,9,<0.1,2020,Adult
1724,Prevotella intermedia,9,<0.1,2020,Adult
1725,Prevotella oris,9,<0.1,2020,Adult
1726,Staphylococcus capitis ss capitis,9,<0.1,2020,Adult
1727,Staphylococcus saprophyticus,9,<0.1,2020,Adult
1728,Abiotrophia,8,<0.1,2020,Adult
1729,Anaerococcus,8,<0.1,2020,Adult
1730,Aspergillus,8,<0.1,2020,Adult
1731,Corynebacterium aurimucosum,8,<0.1,2020,Adult
1732,Cupriavidus pauculus,8,<0.1,2020,Adult
1733,Delftia acidovorans,8,<0.1,2020,Adult
1734,Eubacterium,8,<0.1,2020,Adult
1735,Influenza A virus,8,<0.1,2020,Adult
1736,Fungus,8,<0.1,2020,Adult
1737,Gordonia,8,<0.1,2020,Adult
1738,Leptotrichia trevisanii,8,<0.1,2020,Adult
1739,Propionibacterium granulosum,8,<0.1,2020,Adult
1740,Rhizobium radiobacter,8,<0.1,2020,Adult
1741,Rhizopus,8,<0.1,2020,Adult
1742,Salmonella,8,<0.1,2020,Adult
1743,Serratia odorifera,8,<0.1,2020,Adult
1744,Staphylococcus capitis subspecies urealyticus,8,<0.1,2020,Adult
1745,Stenotrophomonas,8,<0.1,2020,Adult
1746,Small-colony-forming beta-hemolytic group C streptococci,8,<0.1,2020,Adult
1747,Streptococcus constellatus subspecies constellatus,8,<0.1,2020,Adult
1748,Acinetobacter radioresistens,7,<0.1,2020,Adult
1749,Acinetobacter junii,7,<0.1,2020,Adult
1750,Aerococcus,7,<0.1,2020,Adult
1751,Aeromonas,7,<0.1,2020,Adult
1752,Bacteroides pyogenes,7,<0.1,2020,Adult
1753,Burkholderia multivorans,7,<0.1,2020,Adult
1754,Burkholderia,7,<0.1,2020,Adult
1755,Clostridium sporogenes,7,<0.1,2020,Adult
1756,Enterobacter amnigenus,7,<0.1,2020,Adult
1757,Non-fermentative Gram-negative bacillus,7,<0.1,2020,Adult
1758,Hafnia,7,<0.1,2020,Adult
1759,Ochrobactrum,7,<0.1,2020,Adult
1760,Streptococcus anginosus-constellatus,7,<0.1,2020,Adult
1761,Streptococcus vestibularis,7,<0.1,2020,Adult
1762,Achromobacter xylosoxidans xylosoxidans,6,<0.1,2020,Adult
1763,Alcaligenes faecalis,6,<0.1,2020,Adult
1764,Bilophila wadsworthia,6,<0.1,2020,Adult
1765,Capnocytophaga sputigena,6,<0.1,2020,Adult
1766,Citrobacter murliniae,6,<0.1,2020,Adult
1767,Clostridium hathewayi,6,<0.1,2020,Adult
1768,Clostridium sordellii,6,<0.1,2020,Adult
1769,Clostridium subterminale,6,<0.1,2020,Adult
1770,Corynebacterium urealyticum,6,<0.1,2020,Adult
1771,Curtobacterium,6,<0.1,2020,Adult
1772,Elizabethkingia meningoseptica,6,<0.1,2020,Adult
1773,Enterobacter cancerogenus,6,<0.1,2020,Adult
1774,Escherichia fergusonii,6,<0.1,2020,Adult
1775,Escherichia hermannii,6,<0.1,2020,Adult
1776,Eubacterium limosum,6,<0.1,2020,Adult
1777,Lactobacillus acidophilus,6,<0.1,2020,Adult
1778,Leclercia adecarboxylata,6,<0.1,2020,Adult
1779,Leuconostoc mesenteroides,6,<0.1,2020,Adult
1780,Moraxella,6,<0.1,2020,Adult
1781,Pseudomonas mendocina,6,<0.1,2020,Adult
1782,Raoultella,6,<0.1,2020,Adult
1783,Rhodotorula rubra,6,<0.1,2020,Adult
1784,Sphingomonas,6,<0.1,2020,Adult
1785,Serratia rubidaea,6,<0.1,2020,Adult
1786,Staphylococcus cohnii,6,<0.1,2020,Adult
1787,Staphylococcus lentus,6,<0.1,2020,Adult
1788,Streptococcus canis,6,<0.1,2020,Adult
1789,Streptococcus mutans,6,<0.1,2020,Adult
1790,Tetragenococcus solitarius,6,<0.1,2020,Adult
1791,Actinomyces radingae,5,<0.1,2020,Adult
1792,Aerobic bacteria,5,<0.1,2020,Adult
1793,Aeromonas sobria,5,<0.1,2020,Adult
1794,Aspergillus flavus,5,<0.1,2020,Adult
1795,Atopobium parvulum,5,<0.1,2020,Adult
1796,Bifidobacterium longum,5,<0.1,2020,Adult
1797,Candida lipolytica,5,<0.1,2020,Adult
1798,Clostridium bifermentans,5,<0.1,2020,Adult
1799,Genus Clostridioides,5,<0.1,2020,Adult
1800,Dermabacter hominis,5,<0.1,2020,Adult
1801,Enteropathogenic Escherichia coli,5,<0.1,2020,Adult
1802,Enterobacter cloacae subspecies dissolvens,5,<0.1,2020,Adult
1803,Geotrichum,5,<0.1,2020,Adult
1804,Gram-negative coccobacillus,5,<0.1,2020,Adult
1805,Kocuria kristinae,5,<0.1,2020,Adult
1806,Lactobacillus jensenii,5,<0.1,2020,Adult
1807,Lactococcus,5,<0.1,2020,Adult
1808,Leuconostoc lactis,5,<0.1,2020,Adult
1809,Mycobacterium fortuitum complex,5,<0.1,2020,Adult
1810,Mycobacterium mucogenicum,5,<0.1,2020,Adult
1811,Mycobacterium,5,<0.1,2020,Adult
1812,Parvimonas,5,<0.1,2020,Adult
1813,Pasteurella,5,<0.1,2020,Adult
1814,Serratia fonticola,5,<0.1,2020,Adult
1815,Weissella confusa,5,<0.1,2020,Adult
1816,Actinomyces meyeri,4,<0.1,2020,Adult
1817,Arcanobacterium haemolyticum,4,<0.1,2020,Adult
1818,Atopobium,4,<0.1,2020,Adult
1819,Parabacteroides merdae,4,<0.1,2020,Adult
1820,Family Caliciviridae,4,<0.1,2020,Adult
1821,Candida nivariensis,4,<0.1,2020,Adult
1822,Candida pelliculosa,4,<0.1,2020,Adult
1823,Candida utilis,4,<0.1,2020,Adult
1824,Chryseobacterium,4,<0.1,2020,Adult
1825,Comamonas testosteroni,4,<0.1,2020,Adult
1826,Escherichia vulneris,4,<0.1,2020,Adult
1827,Gram-negative coccus,4,<0.1,2020,Adult
1828,Gram positive coccobacillus,4,<0.1,2020,Adult
1829,Haemophilus haemolyticus,4,<0.1,2020,Adult
1830,Lactobacillus fermentum,4,<0.1,2020,Adult
1831,Morganella,4,<0.1,2020,Adult
1832,Myroides,4,<0.1,2020,Adult
1833,Genus Mycoplasma,4,<0.1,2020,Adult
1834,Prevotella nigrescens,4,<0.1,2020,Adult
1835,Prevotella veroralis,4,<0.1,2020,Adult
1836,Propionimicrobium,4,<0.1,2020,Adult
1837,Providencia,4,<0.1,2020,Adult
1838,Providencia alcalifaciens,4,<0.1,2020,Adult
1839,Pseudomonas alcaligenes,4,<0.1,2020,Adult
1840,Robinsoniella peoriensis,4,<0.1,2020,Adult
1841,Ruminococcus gnavus,4,<0.1,2020,Adult
1842,Ruminococcus,4,<0.1,2020,Adult
1843,Salmonella enterica,4,<0.1,2020,Adult
1844,Shewanella putrefaciens,4,<0.1,2020,Adult
1845,Staphylococcus schleiferi subsp. coagulans,4,<0.1,2020,Adult
1846,Staphylococcus sciuri,4,<0.1,2020,Adult
1847,Tissierella praeacuta,4,<0.1,2020,Adult
1848,Actinomyces europaeus,3,<0.1,2020,Adult
1849,Actinomyces naeslundii,3,<0.1,2020,Adult
1850,Aerococcus sanguinicola,3,<0.1,2020,Adult
1851,Aggregatibacter segnis,3,<0.1,2020,Adult
1852,Anaerobic Gram-negative coccus,3,<0.1,2020,Adult
1853,Anaerobic Gram negative coccobacillus,3,<0.1,2020,Adult
1854,Aspergillus niger,3,<0.1,2020,Adult
1855,Atopobium minutum,3,<0.1,2020,Adult
1856,Bacteroides nordii,3,<0.1,2020,Adult
1857,Bifidobacterium dentium,3,<0.1,2020,Adult
1858,Bifidobacterium scardovii,3,<0.1,2020,Adult
1859,Bordetella bronchiseptica,3,<0.1,2020,Adult
1860,Brevundimonas diminuta,3,<0.1,2020,Adult
1861,Bacillus subtilis,3,<0.1,2020,Adult
1862,Burkholderia cenocepacia,3,<0.1,2020,Adult
1863,Campylobacter gracilis,3,<0.1,2020,Adult
1864,Candida duobushaemulonii,3,<0.1,2020,Adult
1865,Candida rugosa,3,<0.1,2020,Adult
1866,Chryseomonas luteola,3,<0.1,2020,Adult
1867,Clostridium baratii,3,<0.1,2020,Adult
1868,Clostridium glycolicum,3,<0.1,2020,Adult
1869,Corynebacterium coyleae,3,<0.1,2020,Adult
1870,Corynebacterium glucuronolyticum,3,<0.1,2020,Adult
1871,Corynebacterium minutissimum,3,<0.1,2020,Adult
1872,Edwardsiella tarda,3,<0.1,2020,Adult
1873,Eikenella,3,<0.1,2020,Adult
1874,Elizabethkingia,3,<0.1,2020,Adult
1875,Enterococcus mundtii,3,<0.1,2020,Adult
1876,Aggregatibacter aphrophilus,3,<0.1,2020,Adult
1877,Kocuria,3,<0.1,2020,Adult
1878,Lactobacillus plantarum,3,<0.1,2020,Adult
1879,Lactobacillus reuteri,3,<0.1,2020,Adult
1880,Lactococcus lactis,3,<0.1,2020,Adult
1881,Leuconostoc,3,<0.1,2020,Adult
1882,Leuconostoc pseudomesenteroides,3,<0.1,2020,Adult
1883,Moraxella nonliquefaciens,3,<0.1,2020,Adult
1884,"Mycobacterium, avium-intracellulare group",3,<0.1,2020,Adult
1885,Mycobacterium chelonae,3,<0.1,2020,Adult
1886,Neisseria elongata,3,<0.1,2020,Adult
1887,Neisseria flavescens,3,<0.1,2020,Adult
1888,Neisseria sicca,3,<0.1,2020,Adult
1889,Pediococcus acidilactici,3,<0.1,2020,Adult
1890,Pediococcus pentosaceus,3,<0.1,2020,Adult
1891,Penicillium,3,<0.1,2020,Adult
1892,Pichia kudriavzevii,3,<0.1,2020,Adult
1893,Porphyromonas somerae,3,<0.1,2020,Adult
1894,Prevotella buccalis,3,<0.1,2020,Adult
1895,Peptococcus,3,<0.1,2020,Adult
1896,Rahnella aquatilis,3,<0.1,2020,Adult
1897,Ralstonia insidiosa,3,<0.1,2020,Adult
1898,Serratia ficaria,3,<0.1,2020,Adult
1899,Serratia plymuthica,3,<0.1,2020,Adult
1900,Staphylococcus pettenkoferi,3,<0.1,2020,Adult
1901,Streptococcus dysgalactiae subsp. dysgalactiae,3,<0.1,2020,Adult
1902,Sutterella wadsworthensis,3,<0.1,2020,Adult
1903,Acidaminococcus,2,<0.1,2020,Adult
1904,Acinetobacter johnsonii,2,<0.1,2020,Adult
1905,Actinobaculum,2,<0.1,2020,Adult
1906,Actinomyces urogenitalis,2,<0.1,2020,Adult
1907,Aeromonas hydrophila complex,2,<0.1,2020,Adult
1908,Aeromonas caviae,2,<0.1,2020,Adult
1909,Alistipes,2,<0.1,2020,Adult
1910,Alcaligenes,2,<0.1,2020,Adult
1911,Alternaria,2,<0.1,2020,Adult
1912,Alcaligenes xylosoxidans ss. xylosoxidans,2,<0.1,2020,Adult
1913,Anaerobic Gram positive coccobacillus,2,<0.1,2020,Adult
1914,Anaerococcus tetradius,2,<0.1,2020,Adult
1915,Arcanobacterium,2,<0.1,2020,Adult
1916,Aspergillus versicolor,2,<0.1,2020,Adult
1917,Aureimonas altamirensis,2,<0.1,2020,Adult
1918,Bacillus circulans,2,<0.1,2020,Adult
1919,Odoribacter splanchnicus,2,<0.1,2020,Adult
1920,Brevibacterium,2,<0.1,2020,Adult
1921,Candida guilliermondii var membranaefaciens,2,<0.1,2020,Adult
1922,Candida haemulonii,2,<0.1,2020,Adult
1923,Candida pararugosa,2,<0.1,2020,Adult
1924,Candida zeylanoides,2,<0.1,2020,Adult
1925,Clostridium bolteae,2,<0.1,2020,Adult
1926,Clostridium histolyticum,2,<0.1,2020,Adult
1927,Clostridium hastiforme,2,<0.1,2020,Adult
1928,Corynebacterium afermentans,2,<0.1,2020,Adult
1929,Corynebacterium diphtheriae,2,<0.1,2020,Adult
1930,Corynebacterium species not Corynebacterium jeikeium,2,<0.1,2020,Adult
1931,Corynebacterium propinquum,2,<0.1,2020,Adult
1932,Dermabacter,2,<0.1,2020,Adult
1933,Dermacoccus,2,<0.1,2020,Adult
1934,Dialister pneumosintes,2,<0.1,2020,Adult
1935,Dietzia,2,<0.1,2020,Adult
1936,Faecalibacterium,2,<0.1,2020,Adult
1937,Flavonifractor plautii,2,<0.1,2020,Adult
1938,Influenza B virus,2,<0.1,2020,Adult
1939,Gram-negative diplococcus,2,<0.1,2020,Adult
1940,Gram-positive diplococcus,2,<0.1,2020,Adult
1941,Haemophilus parahaemolyticus,2,<0.1,2020,Adult
1942,Helcococcus kunzii,2,<0.1,2020,Adult
1943,Human metapneumovirus,2,<0.1,2020,Adult
1944,Kluyvera cryocrescens,2,<0.1,2020,Adult
1945,Kluyveromyces marxianus,2,<0.1,2020,Adult
1946,Legionella,2,<0.1,2020,Adult
1947,Moraxella osloensis,2,<0.1,2020,Adult
1948,Mycobacterium gordonae,2,<0.1,2020,Adult
1949,Mycobacterium avium,2,<0.1,2020,Adult
1950,Nocardia,2,<0.1,2020,Adult
1951,Ochrobactrum intermedium,2,<0.1,2020,Adult
1952,Oligella urethralis,2,<0.1,2020,Adult
1953,Pandoraea,2,<0.1,2020,Adult
1954,Prevotella oralis group,2,<0.1,2020,Adult
1955,Ralstonia mannitolilytica,2,<0.1,2020,Adult
1956,Rhodotorula,2,<0.1,2020,Adult
1957,Rothia dentocariosa,2,<0.1,2020,Adult
1958,Human respiratory syncytial virus,2,<0.1,2020,Adult
1959,Saccharomyces,2,<0.1,2020,Adult
1960,Scedosporium apiospermum,2,<0.1,2020,Adult
1961,Staphylococcus equorum linens,2,<0.1,2020,Adult
1962,Staphylococcus cohnii subspecies urealyticus,2,<0.1,2020,Adult
1963,Staphylococcus xylosus,2,<0.1,2020,Adult
1964,Streptococcus constellatus subspecies pharyngis,2,<0.1,2020,Adult
1965,Streptococcus equinus,2,<0.1,2020,Adult
1966,Streptococcus infantarius,2,<0.1,2020,Adult
1967,Trueperella,2,<0.1,2020,Adult
1968,Weissella,2,<0.1,2020,Adult
1969,Actinobacillus suis,1,<0.1,2020,Adult
1970,Acinetobacter pittii,1,<0.1,2020,Adult
1971,Acremonium,1,<0.1,2020,Adult
1972,Actinomyces bovis,1,<0.1,2020,Adult
1973,Actinotignum,1,<0.1,2020,Adult
1974,Actinomyces israelii,1,<0.1,2020,Adult
1975,Actinomyces viscosus,1,<0.1,2020,Adult
1976,Aeromonas veronii,1,<0.1,2020,Adult
1977,Aggregatibacter,1,<0.1,2020,Adult
1978,Genus Alloscardovia,1,<0.1,2020,Adult
1979,Anaerococcus tretradius,1,<0.1,2020,Adult
1980,Aspergillus nidulans,1,<0.1,2020,Adult
1981,Aspergillus terreus,1,<0.1,2020,Adult
1982,Atopobium rimae,1,<0.1,2020,Adult
1983,Bacillus thuringiensis,1,<0.1,2020,Adult
1984,Bilophila,1,<0.1,2020,Adult
1985,Blastoschizomyces,1,<0.1,2020,Adult
1986,Bordetella hinzii,1,<0.1,2020,Adult
1987,Brevundimonas vesicularis,1,<0.1,2020,Adult
1988,Brevibacterium casei,1,<0.1,2020,Adult
1989,Bacillus simplex,1,<0.1,2020,Adult
1990,Bulleidia extructa,1,<0.1,2020,Adult
1991,Burkholderia arboris,1,<0.1,2020,Adult
1992,Campylobacter,1,<0.1,2020,Adult
1993,Campylobacter ureolyticus,1,<0.1,2020,Adult
1994,Candida bracarensis,1,<0.1,2020,Adult
1995,Candida ciferrii,1,<0.1,2020,Adult
1996,Candida sake,1,<0.1,2020,Adult
